stichdatum,plz,geschlecht,vorname,anzahl,rang,ortbez18
2021-03-01;1617;m;Nicolas;18;2;Remaufens/Tatroz
2021-03-01;1617;m;Simon;11;4;Remaufens/Tatroz
2021-03-01;1618;w;Isabelle;35;2;Châtel-St-Denis
2021-03-01;1618;w;Ana;34;3;Châtel-St-Denis
2021-03-01;1618;w;Nathalie;33;4;Châtel-St-Denis
2021-03-01;1619;w;Maria;10;2;Les Paccots
2021-03-01;1619;w;Monique;7;3;Les Paccots
2021-03-01;1619;w;Nicole;7;3;Les Paccots
2021-03-01;1619;w;Sarah;6;5;Les Paccots
2021-03-01;1619;w;Carole;6;5;Les Paccots
2021-03-01;1619;m;Michel;21;1;Les Paccots
2021-03-01;1619;m;Nicolas;13;3;Les Paccots
2021-03-01;1623;w;Marie;11;1;Semsales
2021-03-01;1623;w;Valérie;10;2;Semsales
2021-03-01;1623;m;Christian;12;2;Semsales
2021-03-01;1623;m;Daniel;12;2;Semsales
2021-03-01;1624;w;Chantal;6;2;La Verrerie/Grattavache/Progens
2021-03-01;1624;m;Marc;7;1;La Verrerie/Grattavache/Progens
2021-03-01;1624;m;Daniel;7;1;La Verrerie/Grattavache/Progens
2021-03-01;1624;m;Michel;6;5;La Verrerie/Grattavache/Progens
2021-03-01;1625;w;Catherine;8;2;Sâles (Gruyère)/Maules
2021-03-01;1625;w;Christiane;7;3;Sâles (Gruyère)/Maules
2021-03-01;1625;w;Sylvie;7;3;Sâles (Gruyère)/Maules
2021-03-01;1625;w;Charline;6;5;Sâles (Gruyère)/Maules
2021-03-01;1625;w;Chantal;6;5;Sâles (Gruyère)/Maules
2021-03-01;1625;m;Daniel;9;2;Sâles (Gruyère)/Maules
2021-03-01;1626;w;n/a;4;2;Treyfayes/Romanens/Rueyres-Treyfayes
2021-03-01;1626;m;Michel;7;2;Treyfayes/Romanens/Rueyres-Treyfayes
2021-03-01;1626;m;André;6;4;Treyfayes/Romanens/Rueyres-Treyfayes
2021-03-01;1626;m;Christophe;6;4;Treyfayes/Romanens/Rueyres-Treyfayes
2021-03-01;1626;m;Daniel;6;4;Treyfayes/Romanens/Rueyres-Treyfayes
2021-03-01;1627;w;Nicole;12;1;Vaulruz
2021-03-01;1627;w;Sandra;9;2;Vaulruz
2021-03-01;1627;w;Caroline;8;3;Vaulruz
2021-03-01;1627;w;Florence;8;3;Vaulruz
2021-03-01;1627;m;Claude;9;5;Vaulruz
2021-03-01;1628;w;Isabelle;18;3;Vuadens
2021-03-01;1628;w;Maria;18;3;Vuadens
2021-03-01;1628;m;Christophe;22;2;Vuadens
2021-03-01;1628;m;Michel;19;3;Vuadens
2021-03-01;1628;m;Eric;18;5;Vuadens
2021-03-01;1628;m;Samuel;18;5;Vuadens
2021-03-01;1628;m;Daniel;18;5;Vuadens
2021-03-01;1630;w;Maria;287;1;Bulle
2021-03-01;1630;w;Ana;128;2;Bulle
2021-03-01;1630;w;Marie;107;3;Bulle
2021-03-01;1630;w;Sandra;89;4;Bulle
2021-03-01;1630;m;José;125;2;Bulle
2021-03-01;1632;w;Monique;16;3;Riaz
2021-03-01;1632;w;Isabelle;16;3;Riaz
2021-03-01;1632;m;Daniel;27;1;Riaz
2021-03-01;1632;m;Michel;24;2;Riaz
2021-03-01;1632;m;Julien;20;3;Riaz
2021-03-01;1632;m;Vincent;17;5;Riaz
2021-03-01;1633;w;Nicole;16;2;Vuippens/Marsens
2021-03-01;1633;w;Mélanie;11;5;Vuippens/Marsens
2021-03-01;1633;m;Philippe;17;4;Vuippens/Marsens
2021-03-01;1633;m;Nicolas;16;5;Vuippens/Marsens
2021-03-01;1634;w;Catherine;15;1;La Roche FR
2021-03-01;1634;w;Nicole;15;1;La Roche FR
2021-03-01;1634;w;Maria;12;5;La Roche FR
2021-03-01;1634;m;André;21;1;La Roche FR
2021-03-01;1634;m;Nicolas;18;3;La Roche FR
2021-03-01;1634;m;Daniel;16;4;La Roche FR
2021-03-01;1634;m;Christian;15;5;La Roche FR
2021-03-01;1636;w;Christine;21;3;Broc
2021-03-01;1636;w;Isabelle;19;4;Broc
2021-03-01;1636;m;David;21;5;Broc
2021-03-01;1637;w;Nicole;20;4;Charmey (Gruyère)
2021-03-01;1637;m;Bernard;26;1;Charmey (Gruyère)
2021-03-01;1637;m;Nicolas;24;3;Charmey (Gruyère)
2021-03-01;1638;w;Maria;10;1;Morlon
2021-03-01;1638;w;Hélène;6;3;Morlon
2021-03-01;1638;w;Martine;6;3;Morlon
2021-03-01;1638;w;Sandra;6;3;Morlon
2021-03-01;1638;m;David;8;2;Morlon
2021-03-01;1642;w;Isabelle;13;1;Sorens
2021-03-01;1642;w;Christiane;8;5;Sorens
2021-03-01;1642;m;Marc;12;3;Sorens
2021-03-01;1643;w;n/a;5;5;Gumefens
2021-03-01;1643;m;Michel;9;3;Gumefens
2021-03-01;1643;m;Thomas;9;3;Gumefens
2021-03-01;1644;w;Isabelle;6;2;Avry-devant-Pont
2021-03-01;1644;m;Jacques;7;2;Avry-devant-Pont
2021-03-01;1645;w;n/a;5;1;Le Bry
2021-03-01;1645;w;n/a;4;2;Le Bry
2021-03-01;1645;w;n/a;3;4;Le Bry
2021-03-01;1645;m;n/a;5;1;Le Bry
2021-03-01;1646;w;Nicole;8;1;Echarlens
2021-03-01;1646;w;Catherine;6;2;Echarlens
2021-03-01;1646;m;Philippe;9;1;Echarlens
2021-03-01;1646;m;Vincent;8;2;Echarlens
2021-03-01;1646;m;Claude;8;2;Echarlens
2021-03-01;1646;m;Julien;7;4;Echarlens
2021-03-01;1647;w;Nathalie;6;2;Corbières
2021-03-01;1647;m;Patrick;7;3;Corbières
2021-03-01;1647;m;Marc;7;3;Corbières
2021-03-01;1648;m;Bernard;10;1;Hauteville
2021-03-01;1648;m;David;8;2;Hauteville
2021-03-01;1649;w;Patricia;6;2;Pont-la-Ville
2021-03-01;1649;w;n/a;5;3;Pont-la-Ville
2021-03-01;1649;m;Michel;9;1;Pont-la-Ville
2021-03-01;1649;m;Julien;7;3;Pont-la-Ville
2021-03-01;1651;m;n/a;5;2;Villarvolard
2021-03-01;1651;m;n/a;4;4;Villarvolard
2021-03-01;1652;w;Marie;7;2;Botterens/Villarbeney
2021-03-01;1652;w;n/a;5;4;Botterens/Villarbeney
2021-03-01;1652;m;Olivier;9;1;Botterens/Villarbeney
2021-03-01;1653;m;Olivier;9;4;Châtel-Montsalvens/Crésuz
2021-03-01;1653;m;Georges;8;5;Châtel-Montsalvens/Crésuz
2021-03-01;1654;m;n/a;4;5;Cerniat FR
2021-03-01;1656;m;Daniel;9;1;Im Fang/Jaun
2021-03-01;1657;m;n/a;4;1;Abländschen
2021-03-01;1657;m;n/a;2;3;Abländschen
2021-03-01;1658;w;Elisabeth;6;2;Rossinière/La Tine
2021-03-01;1658;m;Michel;9;1;Rossinière/La Tine
2021-03-01;1658;m;André;7;2;Rossinière/La Tine
2021-03-01;1658;m;Daniel;7;2;Rossinière/La Tine
2021-03-01;1659;w;Sandra;12;2;Flendruz/Rougemont
2021-03-01;1659;m;Michel;16;1;Flendruz/Rougemont
2021-03-01;1659;m;Nicolas;13;3;Flendruz/Rougemont
2021-03-01;1659;m;André;12;4;Flendruz/Rougemont
2021-03-01;1659;m;David;11;5;Flendruz/Rougemont
2021-03-01;1660;w;Marie;25;2;Les Moulins/L'Etivaz/La Lécherette/Château-d'Oex
2021-03-01;1660;w;Elisabeth;24;3;Les Moulins/L'Etivaz/La Lécherette/Château-d'Oex
2021-03-01;1660;m;Pierre;44;3;Les Moulins/L'Etivaz/La Lécherette/Château-d'Oex
2021-03-01;1660;m;Daniel;41;4;Les Moulins/L'Etivaz/La Lécherette/Château-d'Oex
2021-03-01;1660;m;Olivier;36;5;Les Moulins/L'Etivaz/La Lécherette/Château-d'Oex
2021-03-01;1661;w;Véronique;12;1;Pâquier-Montbarry
2021-03-01;1661;m;Philippe;18;1;Pâquier-Montbarry
2021-03-01;1661;m;Christophe;13;3;Pâquier-Montbarry
2021-03-01;1661;m;Vincent;13;3;Pâquier-Montbarry
2021-03-01;1663;w;Nathalie;16;3;Pringy/Epagny/Moléson-s-Gruyères/Gruyères
2021-03-01;1663;m;Michel;20;2;Pringy/Epagny/Moléson-s-Gruyères/Gruyères
2021-03-01;1663;m;Nicolas;20;2;Pringy/Epagny/Moléson-s-Gruyères/Gruyères
2021-03-01;1665;m;Michel;6;2;Estavannens
2021-03-01;1666;w;Nathalie;8;2;Villars-sous-Mont/Grandvillard
2021-03-01;1666;m;Christophe;9;4;Villars-sous-Mont/Grandvillard
2021-03-01;1666;m;Marc;9;4;Villars-sous-Mont/Grandvillard
2021-03-01;1666;m;Eric;9;4;Villars-sous-Mont/Grandvillard
2021-03-01;1667;w;Monique;6;3;Enney
2021-03-01;1667;m;Michel;11;1;Enney
2021-03-01;1667;m;Christophe;6;5;Enney
2021-03-01;1667;m;David;6;5;Enney
2021-03-01;1669;w;Maria;14;2;Albeuve/Montbovon/Neirivue/Lessoc/Sciernes-d'Albeuve
2021-03-01;1669;w;Marie;14;2;Albeuve/Montbovon/Neirivue/Lessoc/Sciernes-d'Albeuve
2021-03-01;1669;w;Chantal;10;5;Albeuve/Montbovon/Neirivue/Lessoc/Sciernes-d'Albeuve
2021-03-01;1669;m;Jacques;17;3;Albeuve/Montbovon/Neirivue/Lessoc/Sciernes-d'Albeuve
2021-03-01;1669;m;Pierre;14;4;Albeuve/Montbovon/Neirivue/Lessoc/Sciernes-d'Albeuve
2021-03-01;1670;w;Valérie;13;2;Bionnens/Esmonts/Ursy
2021-03-01;1670;w;Delphine;10;5;Bionnens/Esmonts/Ursy
2021-03-01;1670;m;Michel;17;1;Bionnens/Esmonts/Ursy
2021-03-01;1670;m;Julien;12;5;Bionnens/Esmonts/Ursy
2021-03-01;1670;m;David;12;5;Bionnens/Esmonts/Ursy
2021-03-01;1673;w;Nathalie;16;1;Auboranges/Promasens/Gillarens/Ecublens FR/Rue
2021-03-01;1673;w;Céline;12;4;Auboranges/Promasens/Gillarens/Ecublens FR/Rue
2021-03-01;1673;w;Nicole;12;4;Auboranges/Promasens/Gillarens/Ecublens FR/Rue
2021-03-01;1673;m;Nicolas;22;1;Auboranges/Promasens/Gillarens/Ecublens FR/Rue
2021-03-01;1673;m;Christophe;18;2;Auboranges/Promasens/Gillarens/Ecublens FR/Rue
2021-03-01;1673;m;Philippe;17;4;Auboranges/Promasens/Gillarens/Ecublens FR/Rue
2021-03-01;1673;m;Bernard;17;4;Auboranges/Promasens/Gillarens/Ecublens FR/Rue
2021-03-01;1674;w;Joëlle;6;3;Vuarmarens/Montet (Glâne)/Morlens
2021-03-01;1674;m;Christophe;8;1;Vuarmarens/Montet (Glâne)/Morlens
2021-03-01;1674;m;David;8;1;Vuarmarens/Montet (Glâne)/Morlens
2021-03-01;1675;w;Caroline;9;1;Vauderens/Blessens/Mossel
2021-03-01;1675;w;Sylvie;7;4;Vauderens/Blessens/Mossel
2021-03-01;1676;w;n/a;4;1;Chavannes-Forts
2021-03-01;1676;m;Philippe;6;2;Chavannes-Forts
2021-03-01;1677;w;n/a;4;1;Prez-vers-Siviriez
2021-03-01;1677;m;n/a;5;1;Prez-vers-Siviriez
2021-03-01;1678;w;Céline;7;3;Siviriez
2021-03-01;1678;w;Monique;6;5;Siviriez
2021-03-01;1678;w;Chantal;6;5;Siviriez
2021-03-01;1678;m;Paul;11;2;Siviriez
2021-03-01;1678;m;Pascal;10;5;Siviriez
2021-03-01;1679;w;n/a;3;4;Villaraboud
2021-03-01;1679;m;Michel;7;1;Villaraboud
2021-03-01;1680;w;Maria;88;1;Romont FR/Berlens
2021-03-01;1680;m;Michel;56;2;Romont FR/Berlens
2021-03-01;1680;m;Daniel;48;3;Romont FR/Berlens
2021-03-01;1680;m;Antonio;46;4;Romont FR/Berlens
2021-03-01;1681;m;André;6;5;Hennens/Billens
2021-03-01;1681;m;Jacques;6;5;Hennens/Billens
2021-03-01;1681;m;Michel;6;5;Hennens/Billens
2021-03-01;1682;w;Christine;7;1;Lovatens/Dompierre VD/Cerniaz VD/Villars-Bramard/Prévonloup
2021-03-01;1682;m;Daniel;9;2;Lovatens/Dompierre VD/Cerniaz VD/Villars-Bramard/Prévonloup
2021-03-01;1682;m;Nicolas;8;3;Lovatens/Dompierre VD/Cerniaz VD/Villars-Bramard/Prévonloup
2021-03-01;1682;m;Alain;7;5;Lovatens/Dompierre VD/Cerniaz VD/Villars-Bramard/Prévonloup
2021-03-01;1682;m;Philippe;7;5;Lovatens/Dompierre VD/Cerniaz VD/Villars-Bramard/Prévonloup
2021-03-01;1682;m;Christian;7;5;Lovatens/Dompierre VD/Cerniaz VD/Villars-Bramard/Prévonloup
2021-03-01;1683;w;n/a;4;2;Brenles/Chesalles-Moudon/Sarzens
2021-03-01;1683;w;n/a;3;5;Brenles/Chesalles-Moudon/Sarzens
2021-03-01;1683;m;n/a;5;1;Brenles/Chesalles-Moudon/Sarzens
2021-03-01;1684;m;Alain;7;2;Mézières FR
2021-03-01;1684;m;Michel;7;2;Mézières FR
2021-03-01;1685;w;n/a;4;2;Villariaz
2021-03-01;1685;m;Dominique;6;1;Villariaz
2021-03-01;1686;w;n/a;4;1;Grangettes-Romont/La Neirigue
2021-03-01;1686;w;n/a;3;2;Grangettes-Romont/La Neirigue
2021-03-01;1686;w;n/a;2;5;Grangettes-Romont/La Neirigue
2021-03-01;1687;m;Marc;11;3;La Magne/Estévenens/Vuisternens-Romont
2021-03-01;1687;m;Cédric;10;5;La Magne/Estévenens/Vuisternens-Romont
2021-03-01;1688;w;n/a;5;1;Sommentier/Lieffrens
2021-03-01;1688;w;n/a;4;2;Sommentier/Lieffrens
2021-03-01;1688;w;n/a;3;4;Sommentier/Lieffrens
2021-03-01;1689;m;Laurent;6;2;Châtelard-p-Romont
2021-03-01;1691;m;Nicolas;11;1;Villarimboud
2021-03-01;1691;m;David;9;2;Villarimboud
2021-03-01;1694;w;Nathalie;13;1;Villarsiviriaux/Chavannes-Orsonnen/Villargiroud/Orsonnens
2021-03-01;1694;w;Maria;9;2;Villarsiviriaux/Chavannes-Orsonnen/Villargiroud/Orsonnens
2021-03-01;1694;m;Sébastien;13;3;Villarsiviriaux/Chavannes-Orsonnen/Villargiroud/Orsonnens
2021-03-01;1694;m;Vincent;12;4;Villarsiviriaux/Chavannes-Orsonnen/Villargiroud/Orsonnens
2021-03-01;1695;w;Elisabeth;8;3;Estavayer-Gibloux/Rueyres-St-Laurent/Villarlod/Villarsel-Gibloux
2021-03-01;1695;w;Monique;7;4;Estavayer-Gibloux/Rueyres-St-Laurent/Villarlod/Villarsel-Gibloux
2021-03-01;1695;w;Jacqueline;7;4;Estavayer-Gibloux/Rueyres-St-Laurent/Villarlod/Villarsel-Gibloux
2021-03-01;1695;w;Léa;7;4;Estavayer-Gibloux/Rueyres-St-Laurent/Villarlod/Villarsel-Gibloux
2021-03-01;1695;m;Christophe;11;5;Estavayer-Gibloux/Rueyres-St-Laurent/Villarlod/Villarsel-Gibloux
2021-03-01;1695;m;Daniel;11;5;Estavayer-Gibloux/Rueyres-St-Laurent/Villarlod/Villarsel-Gibloux
2021-03-01;1696;w;Maria;14;1;Vuisternens-Ogoz
2021-03-01;1696;w;Fabienne;7;4;Vuisternens-Ogoz
2021-03-01;1696;w;Patricia;7;4;Vuisternens-Ogoz
2021-03-01;1696;m;Michel;11;2;Vuisternens-Ogoz
2021-03-01;1696;m;Sébastien;9;5;Vuisternens-Ogoz
2021-03-01;1697;w;Nathalie;9;1;Les Ecasseys/La Joux FR
2021-03-01;1697;w;n/a;5;2;Les Ecasseys/La Joux FR
2021-03-01;1697;w;n/a;4;3;Les Ecasseys/La Joux FR
2021-03-01;1699;w;Nathalie;11;1;Porsel/Pont (Veveyse)/Bouloz
2021-03-01;1699;w;Denise;7;4;Porsel/Pont (Veveyse)/Bouloz
2021-03-01;1699;w;Laurence;7;4;Porsel/Pont (Veveyse)/Bouloz
2021-03-01;1699;m;Nicolas;10;3;Porsel/Pont (Veveyse)/Bouloz
2021-03-01;1699;m;Cédric;10;3;Porsel/Pont (Veveyse)/Bouloz
2021-03-01;1700;w;Marie;264;2;Fribourg
2021-03-01;1700;w;Sophie;184;3;Fribourg
2021-03-01;1700;w;Anne;181;4;Fribourg
2021-03-01;1700;m;David;275;2;Fribourg
2021-03-01;1712;w;Sandra;20;3;Tafers
2021-03-01;1712;w;Beatrice;19;4;Tafers
2021-03-01;1713;w;Sandra;15;2;St. Antoni
2021-03-01;1713;w;Andrea;11;5;St. Antoni
2021-03-01;1713;w;Daniela;11;5;St. Antoni
2021-03-01;1713;m;Peter;23;1;St. Antoni
2021-03-01;1713;m;Patrick;17;3;St. Antoni
2021-03-01;1713;m;Daniel;17;3;St. Antoni
2021-03-01;1714;w;Nicole;14;4;Heitenried
2021-03-01;1714;w;Elisabeth;14;4;Heitenried
2021-03-01;1714;m;Josef;22;3;Heitenried
2021-03-01;1714;m;Thomas;19;5;Heitenried
2021-03-01;1714;m;David;19;5;Heitenried
2021-03-01;1714;m;Stefan;19;5;Heitenried
2021-03-01;1715;w;Anna;16;2;Alterswil FR
2021-03-01;1715;w;Manuela;14;4;Alterswil FR
2021-03-01;1715;w;Fabienne;14;4;Alterswil FR
2021-03-01;1715;m;Peter;26;2;Alterswil FR
2021-03-01;1715;m;Bruno;23;3;Alterswil FR
2021-03-01;1715;m;Patrick;18;4;Alterswil FR
2021-03-01;1715;m;Paul;18;4;Alterswil FR
2021-03-01;1716;w;Anna;26;2;Oberschrot/Plaffeien/Schwarzsee
2021-03-01;1716;w;Margrit;25;3;Oberschrot/Plaffeien/Schwarzsee
2021-03-01;1716;w;Nicole;24;4;Oberschrot/Plaffeien/Schwarzsee
2021-03-01;1716;w;Sandra;23;5;Oberschrot/Plaffeien/Schwarzsee
2021-03-01;1716;m;Anton;36;5;Oberschrot/Plaffeien/Schwarzsee
2021-03-01;1717;w;Anita;10;3;St. Ursen
2021-03-01;1717;w;Claudia;9;4;St. Ursen
2021-03-01;1717;w;Andrea;9;4;St. Ursen
2021-03-01;1717;m;Peter;15;1;St. Ursen
2021-03-01;1717;m;Markus;13;3;St. Ursen
2021-03-01;1717;m;Daniel;11;4;St. Ursen
2021-03-01;1718;w;Sandra;11;4;Rechthalten
2021-03-01;1718;m;Daniel;15;3;Rechthalten
2021-03-01;1719;w;Bernadette;9;3;Brünisried/Zumholz
2021-03-01;1719;w;Claudia;8;4;Brünisried/Zumholz
2021-03-01;1719;m;Daniel;24;1;Brünisried/Zumholz
2021-03-01;1719;m;Anton;16;2;Brünisried/Zumholz
2021-03-01;1719;m;Josef;12;5;Brünisried/Zumholz
2021-03-01;1720;w;Patricia;19;3;Chésopelloz/Corminboeuf
2021-03-01;1720;w;Marie;19;3;Chésopelloz/Corminboeuf
2021-03-01;1720;w;Sandra;17;5;Chésopelloz/Corminboeuf
2021-03-01;1720;m;Philippe;26;3;Chésopelloz/Corminboeuf
2021-03-01;1721;m;Michel;18;1;Cormérod/Courtion/Cournillens/Misery
2021-03-01;1721;m;Carlos;15;3;Cormérod/Courtion/Cournillens/Misery
2021-03-01;1721;m;José;14;4;Cormérod/Courtion/Cournillens/Misery
2021-03-01;1722;w;Maria;8;1;Bourguillon
2021-03-01;1722;m;Daniel;9;1;Bourguillon
2021-03-01;1723;w;Elisabeth;42;5;Pierrafortscha/Marly/Villarsel-Marly
2021-03-01;1723;m;Daniel;89;1;Pierrafortscha/Marly/Villarsel-Marly
2021-03-01;1723;m;Michel;67;2;Pierrafortscha/Marly/Villarsel-Marly
2021-03-01;1723;m;Nicolas;55;3;Pierrafortscha/Marly/Villarsel-Marly
2021-03-01;1723;m;David;48;5;Pierrafortscha/Marly/Villarsel-Marly
2021-03-01;1724;w;Marie;27;1;Bonnefontaine/Le Mouret/Ferpicloz/Oberried FR/Montévraz/Zénauva/Essert FR/Senèdes
2021-03-01;1724;m;Daniel;35;1;Bonnefontaine/Le Mouret/Ferpicloz/Oberried FR/Montévraz/Zénauva/Essert FR/Senèdes
2021-03-01;1724;m;Nicolas;34;2;Bonnefontaine/Le Mouret/Ferpicloz/Oberried FR/Montévraz/Zénauva/Essert FR/Senèdes
2021-03-01;1724;m;Pierre;28;5;Bonnefontaine/Le Mouret/Ferpicloz/Oberried FR/Montévraz/Zénauva/Essert FR/Senèdes
2021-03-01;1725;w;Christine;13;2;Posieux
2021-03-01;1725;m;François;16;2;Posieux
2021-03-01;1725;m;Claude;12;4;Posieux
2021-03-01;1725;m;Nicolas;11;5;Posieux
2021-03-01;1725;m;Jean-Pierre;11;5;Posieux
2021-03-01;1726;w;Maria;16;5;Farvagny-le-Grand/Farvagny-le-Petit/Grenilles/Posat
2021-03-01;1726;m;Philippe;21;3;Farvagny-le-Grand/Farvagny-le-Petit/Grenilles/Posat
2021-03-01;1727;w;Maria;14;2;Corpataux/Magnedens
2021-03-01;1727;w;Patricia;8;4;Corpataux/Magnedens
2021-03-01;1727;m;David;12;2;Corpataux/Magnedens
2021-03-01;1728;m;Laurent;18;1;Rossens FR
2021-03-01;1728;m;Frédéric;12;4;Rossens FR
2021-03-01;1730;w;Marie;12;1;Ecuvillens
2021-03-01;1730;w;Anne;7;5;Ecuvillens
2021-03-01;1730;w;Chantal;7;5;Ecuvillens
2021-03-01;1730;m;Vincent;10;3;Ecuvillens
2021-03-01;1730;m;Gabriel;9;5;Ecuvillens
2021-03-01;1730;m;Bernard;9;5;Ecuvillens
2021-03-01;1731;w;Martine;11;1;Ependes FR
2021-03-01;1731;w;Sophie;8;2;Ependes FR
2021-03-01;1731;w;Laura;7;3;Ependes FR
2021-03-01;1731;m;Christophe;9;3;Ependes FR
2021-03-01;1731;m;Patrick;8;5;Ependes FR
2021-03-01;1731;m;Jacques;8;5;Ependes FR
2021-03-01;1732;w;Céline;9;2;Arconciel
2021-03-01;1732;w;Sophie;9;2;Arconciel
2021-03-01;1732;m;Patrick;8;3;Arconciel
2021-03-01;1732;m;Nicolas;7;5;Arconciel
2021-03-01;1732;m;Philippe;7;5;Arconciel
2021-03-01;1732;m;Samuel;7;5;Arconciel
2021-03-01;1732;m;Michel;7;5;Arconciel
2021-03-01;1733;w;Pauline;12;2;Treyvaux
2021-03-01;1733;m;Nicolas;23;1;Treyvaux
2021-03-01;1733;m;Philippe;12;4;Treyvaux
2021-03-01;1733;m;Vincent;12;4;Treyvaux
2021-03-01;1734;w;Claudia;9;2;Tentlingen
2021-03-01;1734;w;Karin;9;2;Tentlingen
2021-03-01;1734;w;Margrit;9;2;Tentlingen
2021-03-01;1734;m;Daniel;13;2;Tentlingen
2021-03-01;1734;m;Marc;13;2;Tentlingen
2021-03-01;1735;w;Marie;20;1;Giffers
2021-03-01;1735;m;Josef;21;1;Giffers
2021-03-01;1735;m;Bruno;16;3;Giffers
2021-03-01;1736;w;Bernadette;9;3;St. Silvester
2021-03-01;1736;m;Daniel;12;2;St. Silvester
2021-03-01;1737;w;Nicole;14;1;Plasselb
2021-03-01;1737;w;Astrid;10;2;Plasselb
2021-03-01;1737;w;Ruth;7;5;Plasselb
2021-03-01;1737;m;Daniel;11;3;Plasselb
2021-03-01;1737;m;René;10;5;Plasselb
2021-03-01;1738;w;n/a;4;1;Sangernboden
2021-03-01;1738;w;n/a;3;2;Sangernboden
2021-03-01;1738;m;Kurt;9;1;Sangernboden
2021-03-01;1738;m;Peter;6;3;Sangernboden
2021-03-01;1738;m;Reto;6;3;Sangernboden
2021-03-01;1738;m;n/a;5;5;Sangernboden
2021-03-01;1740;w;Véronique;14;5;Neyruz FR
2021-03-01;1740;m;Nicolas;27;1;Neyruz FR
2021-03-01;1740;m;Patrick;21;3;Neyruz FR
2021-03-01;1741;w;Patricia;11;2;Cottens FR
2021-03-01;1741;m;Nicolas;13;1;Cottens FR
2021-03-01;1741;m;Jacques;10;3;Cottens FR
2021-03-01;1742;w;Maria;7;2;Autigny
2021-03-01;1742;w;Sophie;6;4;Autigny
2021-03-01;1742;m;Laurent;9;3;Autigny
2021-03-01;1742;m;Daniel;8;4;Autigny
2021-03-01;1744;w;Corinne;6;1;Chénens
2021-03-01;1744;m;Nicolas;8;2;Chénens
2021-03-01;1744;m;Laurent;7;4;Chénens
2021-03-01;1745;w;Isabelle;12;1;Lentigny
2021-03-01;1745;w;Christine;8;4;Lentigny
2021-03-01;1745;m;Michel;8;2;Lentigny
2021-03-01;1745;m;Thierry;8;2;Lentigny
2021-03-01;1745;m;Jean-Pierre;8;2;Lentigny
2021-03-01;1745;m;Christian;8;2;Lentigny
2021-03-01;1746;w;Monique;11;1;Prez-vers-Noréaz
2021-03-01;1746;m;Alexandre;16;1;Prez-vers-Noréaz
2021-03-01;1746;m;Philippe;10;4;Prez-vers-Noréaz
2021-03-01;1747;w;n/a;5;1;Corserey
2021-03-01;1747;m;n/a;5;1;Corserey
2021-03-01;1747;m;n/a;4;3;Corserey
2021-03-01;1748;w;Nathalie;8;1;Torny-le-Grand
2021-03-01;1748;m;Philippe;6;4;Torny-le-Grand
2021-03-01;1748;m;Pierre;6;4;Torny-le-Grand
2021-03-01;1749;w;Chantal;7;1;Middes
2021-03-01;1749;m;Pascal;6;1;Middes
2021-03-01;1749;m;n/a;4;5;Middes
2021-03-01;1752;w;Marie;61;3;Villars-sur-Glâne
2021-03-01;1752;w;Nathalie;55;4;Villars-sur-Glâne
2021-03-01;1752;m;André;80;2;Villars-sur-Glâne
2021-03-01;1752;m;Michel;79;3;Villars-sur-Glâne
2021-03-01;1752;m;Philippe;79;3;Villars-sur-Glâne
2021-03-01;1752;m;Nicolas;78;5;Villars-sur-Glâne
2021-03-01;1753;m;Pascal;12;4;Matran
2021-03-01;1754;w;Isabelle;11;3;Corjolens/Avry-sur-Matran
2021-03-01;1754;w;Sandra;10;5;Corjolens/Avry-sur-Matran
2021-03-01;1754;m;Michel;20;2;Corjolens/Avry-sur-Matran
2021-03-01;1756;w;Martine;8;2;Onnens FR/Lovens
2021-03-01;1756;w;Marguerite;7;4;Onnens FR/Lovens
2021-03-01;1756;m;Jean-Paul;8;4;Onnens FR/Lovens
2021-03-01;1756;m;Laurent;8;4;Onnens FR/Lovens
2021-03-01;1756;m;Philippe;8;4;Onnens FR/Lovens
2021-03-01;1757;w;Marie;6;2;Noréaz
2021-03-01;1757;w;Sarah;6;2;Noréaz
2021-03-01;1757;m;Christian;9;1;Noréaz
2021-03-01;1757;m;Michel;6;4;Noréaz
2021-03-01;1762;w;Marie;17;5;Givisiez
2021-03-01;1762;m;Daniel;25;2;Givisiez
2021-03-01;1762;m;Michel;24;3;Givisiez
2021-03-01;1763;w;Maria;33;1;Granges-Paccot
2021-03-01;1763;w;Nicole;23;2;Granges-Paccot
2021-03-01;1763;w;Patricia;16;4;Granges-Paccot
2021-03-01;1763;m;Daniel;26;4;Granges-Paccot
2021-03-01;1772;w;Nicole;18;3;Grolley/Ponthaux/Nierlet-les-Bois
2021-03-01;1772;m;Michel;25;1;Grolley/Ponthaux/Nierlet-les-Bois
2021-03-01;1772;m;Bernard;25;1;Grolley/Ponthaux/Nierlet-les-Bois
2021-03-01;1772;m;Nicolas;21;4;Grolley/Ponthaux/Nierlet-les-Bois
2021-03-01;1773;w;Nicole;9;2;Léchelles/Russy/Chandon
2021-03-01;1773;w;Corinne;8;4;Léchelles/Russy/Chandon
2021-03-01;1773;m;Benjamin;8;5;Léchelles/Russy/Chandon
2021-03-01;1774;w;Nathalie;12;1;Montagny-les-Monts/Cousset
2021-03-01;1774;w;Isabelle;9;3;Montagny-les-Monts/Cousset
2021-03-01;1774;m;Nicolas;11;4;Montagny-les-Monts/Cousset
2021-03-01;1775;m;Christian;8;3;Mannens/Grandsivaz
2021-03-01;1776;w;n/a;5;2;Montagny-la-Ville
